날짜,지점,평균기온,최저기온,최고기온
12-01-67,101,-2.8,-7.2,2.6
12-02-67,101,-2.8,-7.4,4.1
12-03-67,101,-0.2,-7.3,4.7
12-04-67,101,1.5,-0.7,4.4
12-05-67,101,-0.7,-4.8,2.2
12-06-67,101,-4.5,-7.8,-0.4
12-07-67,101,-5.6,-11,-1.7
12-08-67,101,-9.9,-14.2,-5.7
12-09-67,101,-8.5,-13.8,-3.9
12-10-67,101,-10,-13.6,-5
12-11-67,101,-8.7,-15,-1.3
12-12-67,101,-6.8,-12.9,0.8
12-13-67,101,-1.4,-6.7,3.4
12-14-67,101,0.4,-4.8,2.9
12-15-67,101,-4,-8.2,-1.4
12-16-67,101,1.1,-3.7,4.4
12-17-67,101,-2.2,-6.6,5.3
12-18-67,101,-3.6,-9,4
12-19-67,101,1.2,-2.8,7.2
12-20-67,101,-2.4,-7.8,2.6
12-21-67,101,-7.6,-10.6,-4.8
12-22-67,101,-9.3,-14.7,-3.6
12-23-67,101,-10.2,-14.8,-5.2
12-24-67,101,-10.7,-16.4,-2.6
12-25-67,101,-8.3,-13.6,-4.4
12-26-67,101,-8,-12.6,-2.1
12-27-67,101,-10.7,-16.8,-4.6
12-28-67,101,-12.7,-18,-8.7
12-29-67,101,-14.5,-18.7,-9.5
12-30-67,101,-15.6,-21.7,-8.6
12-31-67,101,-7.9,-13.6,-1.5
01-01-68,101,-7.4,-15.3,0.5
01-02-68,101,-2.6,-9.1,4
01-03-68,101,-2.4,-6.3,1.5
01-04-68,101,-2.2,-9,5.6
01-05-68,101,1.5,-1.1,5.8
01-06-68,101,2.3,-3.6,9.4
01-07-68,101,-1.6,-5.4,1.1
01-08-68,101,-6.3,-10.8,-1.8
01-09-68,101,-7.5,-13.8,1.8
01-10-68,101,-3.1,-10.4,4.2
01-11-68,101,-4.1,-10.2,4.1
01-12-68,101,-4.5,-12.8,4.1
01-13-68,101,-1.7,-7.9,1.8
01-14-68,101,-10.7,-15.6,-7.2
01-15-68,101,-13.7,-18.3,-9.5
01-16-68,101,-11.3,-20,-3.7
01-17-68,101,0,-5.8,5.2
01-18-68,101,-7.1,-12.3,-2.7
01-19-68,101,-10.1,-13.9,-5.2
01-20-68,101,-8.7,-15.4,-1.6
01-21-68,101,-8.6,-15.4,-0.9
01-22-68,101,-8.9,-15.2,-0.4
01-23-68,101,-8.5,-13.6,-2.6
01-24-68,101,-5.3,-9.6,0.3
01-25-68,101,-8.2,-14.6,-0.9
01-26-68,101,-8.7,-15.8,-1.3
01-27-68,101,-7.7,-16,0.7
01-28-68,101,-4.2,-9.7,3.5
01-29-68,101,-3.3,-7,2.2
01-30-68,101,-6.9,-11.6,-0.9
01-31-68,101,-10.2,-15.8,-6.1
02-01-68,101,-11.4,-18.6,-5
02-02-68,101,-10.1,-17.8,-3
02-03-68,101,-8.1,-14.7,-0.8
02-04-68,101,-7,-13.2,-3
02-05-68,101,-9.1,-16.4,-2.3
02-06-68,101,-10.1,-17,-1.9
02-07-68,101,-8.9,-16.8,-0.6
02-08-68,101,-8.8,-16.2,-1.5
02-09-68,101,-9.1,-17,-1.4
02-10-68,101,-7,-14.4,1.1
02-11-68,101,-8.7,-16.3,-2.3
02-12-68,101,-8.8,-17,1.3
02-13-68,101,-5.7,-12.4,4
02-14-68,101,-4.4,-12,4
02-15-68,101,-1.9,-6.6,2.8
02-16-68,101,-3.9,-10.6,5.4
02-17-68,101,-2,-10.6,6.7
02-18-68,101,-2,-5.6,5.9
02-19-68,101,-7.3,-11,-4.5
02-20-68,101,-9.8,-14,-5.2
02-21-68,101,-9.7,-14.8,-4.2
02-22-68,101,-8.1,-11.6,-3.3
02-23-68,101,-5,-9.4,-0.4
02-24-68,101,-6.8,-14.5,0.6
02-25-68,101,-4.4,-12.7,3.8
02-26-68,101,-3.3,-11.5,4.8
02-27-68,101,-1.5,-9.5,9.5
02-28-68,101,1.8,-7.2,11.6
02-29-68,101,1.4,-4,4.8
03-01-68,101,-2.5,-6.6,1.2
03-02-68,101,-2.2,-8.8,5.4
03-03-68,101,-1.2,-8.2,5.6
03-04-68,101,0.4,-6.4,10.8
03-05-68,101,4.3,-1.8,9
03-06-68,101,0.5,-5.4,8.3
03-07-68,101,0.5,-1.6,2.2
03-08-68,101,0.6,-2.8,4.6
03-09-68,101,0.6,-4,4.3
03-10-68,101,0.7,-5.9,7.8
03-11-68,101,1.2,-2,6.8
03-12-68,101,2.1,-2.9,7.3
03-13-68,101,2.3,-1,8.3
03-14-68,101,2.4,-4.2,10.3
03-15-68,101,2.9,-3.8,7.9
03-16-68,101,2.5,-0.8,7.2
03-17-68,101,2.1,-4.6,8.7
03-18-68,101,4.5,-1.5,12.2
03-19-68,101,6.5,-1.8,15.4
03-20-68,101,9.4,3.4,14.8
03-21-68,101,8.8,1,16.1
03-22-68,101,5.8,-1.2,15
03-23-68,101,5.8,-1.2,14.2
03-24-68,101,4.6,-1.1,9.5
03-25-68,101,4.9,-2.1,11.6
03-26-68,101,5.5,-1.3,13.9
03-27-68,101,5,-2,13.7
03-28-68,101,6,-2.6,17.2
03-29-68,101,7.5,0.3,14.8
03-30-68,101,10.7,7.2,14.9
03-31-68,101,9.1,1.1,17.2
04-01-68,101,10.4,3.2,16.1
04-02-68,101,9.1,0.3,18.7
04-03-68,101,10,1.7,19.3
04-04-68,101,10.6,1.1,21.5
04-05-68,101,9.5,3.4,13.7
04-06-68,101,8.7,-0.1,19.5
04-07-68,101,13.2,3.2,23.4
04-08-68,101,11.6,9.8,15.3
04-09-68,101,10.6,8.9,12.6
04-10-68,101,11,6.9,16.6
04-11-68,101,8.7,1.1,17.3
04-12-68,101,8,0.4,14.9
04-13-68,101,8.2,-0.1,16.5
04-14-68,101,8.9,0.5,17.9
04-15-68,101,12.3,3,20.8
04-16-68,101,15.9,8.2,22.6
04-17-68,101,13.9,6.6,22.8
04-18-68,101,13,5.5,19.4
04-19-68,101,12.5,2.2,22.6
04-20-68,101,13.8,3.6,23.3
04-21-68,101,12.8,2.8,23.6
04-22-68,101,13.5,3.8,24
04-23-68,101,14.3,5.5,24
04-24-68,101,16.1,6.8,25.2
04-25-68,101,12.4,7.2,17.4
04-26-68,101,13.7,8.1,20.9
04-27-68,101,12.9,3.3,22
04-28-68,101,13.8,3.1,24
04-29-68,101,15.9,6.7,25.3
04-30-68,101,15.7,6,25
05-01-68,101,16.7,6.8,27
05-02-68,101,13.2,8.6,21.4
05-03-68,101,15.8,12,21
05-04-68,101,17.4,10.4,25.4
05-05-68,101,18.8,11.3,26.8
05-06-68,101,15.7,12.4,19.4
05-07-68,101,16.5,7.7,23.6
05-08-68,101,15.9,6.5,25.2
05-09-68,101,16.7,5.9,26.8
05-10-68,101,17.4,7.7,26.7
05-11-68,101,18.1,10.8,24.1
05-12-68,101,16.7,12.6,18.7
05-13-68,101,16.6,10.1,23.8
05-14-68,101,17.8,6.8,28.3
05-15-68,101,19.9,10.8,28.4
05-16-68,101,19.6,10.3,28.7
05-17-68,101,18.7,13.3,23.5
05-18-68,101,16.2,13.2,18.1
05-19-68,101,19.3,14.1,26.3
05-20-68,101,19.6,12.4,27.5
05-21-68,101,19.6,12.7,26.1
05-22-68,101,20.8,14.3,26.9
05-23-68,101,20.9,13.5,28.3
05-24-68,101,20.1,16.4,25.1
05-25-68,101,17.1,13,21.6
05-26-68,101,13.6,11.6,16.2
05-27-68,101,12.9,10.3,15.4
05-28-68,101,15,8.4,22.8
05-29-68,101,15.1,10.7,18.4
05-30-68,101,16.2,14.3,19.4
05-31-68,101,19.7,14,26.3
06-01-68,101,17.6,12.5,23.2
06-02-68,101,15.5,12.1,20.7
06-03-68,101,17.3,10.6,24.6
06-04-68,101,20.7,13.1,28.5
06-05-68,101,21.9,14.6,29.4
06-06-68,101,21.9,13.8,30.5
06-07-68,101,22.7,14.8,31.9
06-08-68,101,22.4,16.8,28.3
06-09-68,101,19.5,15.8,23
06-10-68,101,13.1,12,16.6
06-11-68,101,16.3,12.4,22
06-12-68,101,19.9,13.1,28.8
06-13-68,101,23,17.2,29.6
06-14-68,101,24,18.8,30.7
06-15-68,101,22,18.7,27.9
06-16-68,101,21.4,16.4,27.8
06-17-68,101,21,14.9,26.6
06-18-68,101,20.4,17.2,23.3
06-19-68,101,19.1,16.2,24.1
06-20-68,101,19.1,15,24.9
06-21-68,101,20.2,12.6,28.5
06-22-68,101,20.6,15.6,27.1
06-23-68,101,20.5,15.2,29.2
06-24-68,101,23.4,16.3,31.1
06-25-68,101,24.4,17.5,32
06-26-68,101,24.9,18.2,32.4
06-27-68,101,24.7,20.3,32.1
06-28-68,101,24,19.8,29.2
06-29-68,101,25.4,21.4,31.1
06-30-68,101,25.7,21.8,33.1
07-01-68,101,24.2,20.5,29.1
07-02-68,101,23.5,18.8,30.1
07-03-68,101,21.3,19.6,24.1
07-04-68,101,18.4,16.2,21
07-05-68,101,20.3,17.8,22.6
07-06-68,101,22.1,19.4,26.1
07-07-68,101,21.9,20.7,24.5
07-08-68,101,23.5,20.4,27.8
07-09-68,101,23.7,18.7,29.5
07-10-68,101,23.9,19.8,31.5
07-11-68,101,25,18.7,32.3
07-12-68,101,25.2,21.6,31.9
07-13-68,101,26,20.8,32.8
07-14-68,101,24.7,21.9,28.4
07-15-68,101,22.1,20,26
07-16-68,101,22.2,21.2,23
07-17-68,101,24.9,22.4,28.4
07-18-68,101,24.4,22.9,26.4
07-19-68,101,24.6,23,27
07-20-68,101,25.1,23.4,28
07-21-68,101,26.6,23.5,30.7
07-22-68,101,26.5,23.1,30.7
07-23-68,101,27.2,23.9,31.7
07-24-68,101,26.7,23.2,31.3
07-25-68,101,28,23.8,33.6
07-26-68,101,27.6,24.2,31.3
07-27-68,101,27.3,22.5,34.6
07-28-68,101,25.8,22.2,30.8
07-29-68,101,25.4,22.8,28.3
07-30-68,101,24,21.6,25.3
07-31-68,101,24,21.6,27.6
08-01-68,101,25.2,22.2,29.4
08-02-68,101,26.1,22,30.5
08-03-68,101,24.3,17.9,32.7
08-04-68,101,23.6,15.9,32.9
08-05-68,101,24.9,19,32.3
08-06-68,101,25.5,22.8,30
08-07-68,101,25.4,23.4,30
08-08-68,101,24.5,20.8,29.2
08-09-68,101,24.9,21.1,30.3
08-10-68,101,24.6,20.8,29.9
08-11-68,101,23.1,17.9,28.9
08-12-68,101,22,16.3,27.8
08-13-68,101,23.7,19,30.3
08-14-68,101,25.3,21,31.8
08-15-68,101,23.3,21.3,26.6
08-16-68,101,22.9,21.3,25.3
08-17-68,101,25.2,22.2,29.1
08-18-68,101,24.2,19.3,30.5
08-19-68,101,24.3,21,28.5
08-20-68,101,24.9,22.6,27.4
08-21-68,101,24.9,20.5,30.5
08-22-68,101,22.6,20,26.2
08-23-68,101,22.5,20.6,25.9
08-24-68,101,23.2,19.3,28.5
08-25-68,101,22.9,19.2,29.5
08-26-68,101,23.2,18.6,30
08-27-68,101,22.4,17.8,29.4
08-28-68,101,24,18.8,31.6
08-29-68,101,22.7,18,29.1
08-30-68,101,20.2,15.7,25.9
08-31-68,101,18.6,14.6,25.4
09-01-68,101,19.1,15.6,26.3
09-02-68,101,20.7,15.3,28.4
09-03-68,101,21,15.9,27.4
09-04-68,101,19.4,13.2,25.9
09-05-68,101,16.9,15.8,19
09-06-68,101,20.5,17,26.6
09-07-68,101,20.8,17.5,27.5
09-08-68,101,21.2,16.4,29.8
09-09-68,101,21.7,17,28.3
09-10-68,101,19.2,15.4,26.7
09-11-68,101,18.3,11.9,27.2
09-12-68,101,18.6,15.8,21.9
09-13-68,101,20.8,16.7,28.1
09-14-68,101,21.2,15.8,29.2
09-15-68,101,21,16.5,29.9
09-16-68,101,20.8,15.9,30.4
09-17-68,101,21.2,15.8,30.5
09-18-68,101,23,16.4,30.6
09-19-68,101,23.1,19.4,27.7
09-20-68,101,17.9,9.8,22.9
09-21-68,101,13.5,6.8,22.7
09-22-68,101,14.4,11.4,21.3
09-23-68,101,16.2,11.6,23.5
09-24-68,101,15.5,7.4,24.7
09-25-68,101,18,11.6,23.9
09-26-68,101,18.1,11.4,23.5
09-27-68,101,18.3,14.1,23.2
09-28-68,101,18.5,14.6,24.1
09-29-68,101,13.9,11.2,18.5
09-30-68,101,12.5,6.7,21.3
10-01-68,101,12.9,6.2,22.9
10-02-68,101,12.8,6.2,21.1
10-03-68,101,14.4,11.8,18.5
10-04-68,101,15.8,10,27.7
10-05-68,101,16.2,7.5,26.2
10-06-68,101,18.5,15,24.7
10-07-68,101,13.3,11.6,15.8
10-08-68,101,13.4,8,17.6
10-09-68,101,12.8,9.9,16.6
10-10-68,101,11.8,9,16.1
10-11-68,101,13,10.5,18.3
10-12-68,101,12.6,7.4,19.8
10-13-68,101,12.8,8.2,19.4
10-14-68,101,12.3,8,20.3
10-15-68,101,9.5,5.2,17.9
10-16-68,101,6.9,2.9,10
10-17-68,101,9,7.4,13.3
10-18-68,101,8.4,3,15.3
10-19-68,101,7.1,2.7,13.9
10-20-68,101,7.8,3,17.3
10-21-68,101,8.8,2.7,19.5
10-22-68,101,10.2,3.7,20.9
10-23-68,101,12.5,5,21.8
10-24-68,101,7.9,0.4,14.8
10-25-68,101,6.6,0.4,10.5
10-26-68,101,6.7,2.5,13.1
10-27-68,101,7.5,3,14.8
10-28-68,101,6.6,1.3,14.4
10-29-68,101,6.9,0.8,15.8
10-30-68,101,6.1,1.1,15.9
10-31-68,101,5.9,1.4,15.3
11-01-68,101,6,1.8,14.1
11-02-68,101,7.2,2.6,16.1
11-03-68,101,7.9,3.1,17
11-04-68,101,9.1,3.8,15.7
11-05-68,101,11.6,9,14.1
11-06-68,101,12,6.3,15.9
11-07-68,101,8.4,3,17.5
11-08-68,101,7.9,4.2,12
11-09-68,101,0.1,-6.2,10.5
11-10-68,101,-4.1,-7.8,0
11-11-68,101,-0.7,-6.2,5.6
11-12-68,101,0.3,-3.8,8
11-13-68,101,-1,-3.7,2.5
11-14-68,101,1.1,-2.8,8.6
11-15-68,101,2.1,-5.2,9.5
11-16-68,101,4.2,-0.2,9.8
11-17-68,101,1.1,-5,9.6
11-18-68,101,2.5,-3.6,8.8
11-19-68,101,7.5,4,15.1
11-20-68,101,4.5,2,8.6
11-21-68,101,5.6,1.6,10.7
11-22-68,101,3.2,0.8,8.6
11-23-68,101,4.2,-0.7,8.9
11-24-68,101,9,4.5,17.4
11-25-68,101,8.1,5.2,10.9
11-26-68,101,11.3,7.2,16.7
11-27-68,101,9.7,1.8,15.7
11-28-68,101,1.4,-1.6,5.1
11-29-68,101,4,0,8.1
11-30-68,101,9.3,5.8,13.7
12-01-68,101,10.3,3.4,14.8
12-02-68,101,6.3,2.1,10.9
12-03-68,101,5.8,1.6,12.7
12-04-68,101,4.8,-0.4,11.8
12-05-68,101,6.1,2.8,11.9
12-06-68,101,3.6,0.6,8.3
12-07-68,101,7.5,4.1,15.2
12-08-68,101,10.5,7.5,14.8
12-09-68,101,9.9,5.6,15.3
12-10-68,101,7.5,5.3,10.9
12-11-68,101,8.7,5.3,13.2
12-12-68,101,7,3.7,9.5
12-13-68,101,3.9,0.5,6.7
12-14-68,101,-0.1,-5,4.4
12-15-68,101,-5.2,-6.6,-3.3
12-16-68,101,-5.5,-8,-1.1
12-17-68,101,-4.4,-9.4,0.7
12-18-68,101,-1.1,-5,2.7
12-19-68,101,0.6,-3.2,8.9
12-20-68,101,-0.1,-2.9,4.5
12-21-68,101,-1.8,-5.4,2.8
12-22-68,101,-6.1,-8,-4.3
12-23-68,101,-4.7,-7.6,-1.9
12-24-68,101,-0.9,-2.3,2.7
12-25-68,101,-0.7,-3.1,2.4
12-26-68,101,0.8,-2.3,5.6
12-27-68,101,-2.2,-5.8,3.5
12-28-68,101,-2.3,-6.8,3.6
12-29-68,101,-1.7,-6.4,3.4
12-30-68,101,-3.2,-8.2,2.8
12-31-68,101,-5.7,-11.2,-1.2
01-01-69,101,-10.3,-14.3,-5.8
01-02-69,101,-11.8,-15.2,-7.2
01-03-69,101,-12.5,-16.8,-6.9
01-04-69,101,-9.3,-15.2,-3.8
01-05-69,101,-6.4,-13.4,-1.4
01-06-69,101,-8.5,-14.6,-3.4
01-07-69,101,-7.9,-13.5,-4.1
01-08-69,101,-9.5,-15.4,-0.6
01-09-69,101,-8.2,-15.5,0.8
01-10-69,101,-2.5,-7.6,4.5
01-11-69,101,-4.4,-8.4,-1
01-12-69,101,-6.2,-12.4,-2
01-13-69,101,-8.5,-16.4,-0.5
01-14-69,101,-6.7,-10.8,-2.4
01-15-69,101,-8.5,-14.1,-2.3
01-16-69,101,-7.2,-14.8,-0.7
01-17-69,101,-2.2,-5.9,1.3
01-18-69,101,1,-1.8,5
01-19-69,101,2.2,-2.4,11.4
01-20-69,101,1.9,-2.9,7.2
01-21-69,101,1.8,-3.4,7.8
01-22-69,101,-0.1,-6.6,7.7
01-23-69,101,2,-3.3,5.6
01-24-69,101,-2.4,-6.6,1.9
01-25-69,101,-0.5,-2,0.9
01-26-69,101,1.1,0.3,2.2
01-27-69,101,1.6,0,3.9
01-28-69,101,-1.4,-3.6,1.6
01-29-69,101,-3,-4.6,-1.4
01-30-69,101,-4.4,-9.9,-1.8
01-31-69,101,-2.8,-4.6,-0.8
02-01-69,101,-3.5,-12,0.7
02-02-69,101,-14.8,-21.2,-6.3
02-03-69,101,-13,-21.4,-6
02-04-69,101,-6,-12.6,-0.2
02-05-69,101,-17,-24.8,-8.2
02-06-69,101,-16.2,-27.9,-7
02-07-69,101,-7.1,-12.5,-1.8
02-08-69,101,-2.6,-10,4
02-09-69,101,-3.8,-12.5,3.6
02-10-69,101,0.9,-4.2,7.4
02-11-69,101,-1.3,-7.4,7.8
02-12-69,101,-1.2,-7.2,5.2
02-13-69,101,0.9,-2.2,4.3
02-14-69,101,-1.1,-3,1.7
02-15-69,101,-0.8,-3.9,2.3
02-16-69,101,-0.7,-2,0.6
02-17-69,101,1.3,-0.8,4
02-18-69,101,0.9,0.2,1.6
02-19-69,101,-0.4,-6.3,4.5
02-20-69,101,-1.4,-3.3,-0.5
02-21-69,101,-3.7,-7.6,0.2
02-22-69,101,-6.8,-13.2,-1.5
02-23-69,101,-7.9,-12.4,-3.6
02-24-69,101,-8.2,-13,-4.1
02-25-69,101,-10.3,-16.4,-3.6
02-26-69,101,-7.2,-14.4,-1.1
02-27-69,101,-3.3,-9,0.6
02-28-69,101,-5.9,-10.9,-1.7
03-01-69,101,-5.4,-9.6,-0.2
03-02-69,101,-3.2,-8.4,2.5
03-03-69,101,-2.2,-7,2.4
03-04-69,101,-1.5,-6.3,2.6
03-05-69,101,-3.9,-11.6,1.9
03-06-69,101,-2.6,-9.4,4.5
03-07-69,101,-0.7,-7.8,7.2
03-08-69,101,-0.5,-5.1,5.8
03-09-69,101,0.4,-4,5.6
03-10-69,101,0.7,-3.9,6.1
03-11-69,101,1.1,-1,4.7
03-12-69,101,-0.1,-2.6,2.7
03-13-69,101,-1,-5.8,4.4
03-14-69,101,0.4,-4.2,5.3
03-15-69,101,1.7,-3.9,6.6
03-16-69,101,1.5,-1,4.9
03-17-69,101,1,-5.4,6.1
03-18-69,101,1.3,-3.5,6
03-19-69,101,5.5,0.8,12.1
03-20-69,101,6.4,4.6,8.3
03-21-69,101,1,-1,6.2
03-22-69,101,2.5,-1,6.8
03-23-69,101,2.8,-4.2,12.1
03-24-69,101,6.1,-2.2,16
03-25-69,101,7.5,-1.1,17.8
03-26-69,101,9,-0.8,19
03-27-69,101,7.4,1.3,15.6
03-28-69,101,6.3,2.3,10.7
03-29-69,101,4.1,-0.4,8.5
03-30-69,101,5.9,1.1,10.9
03-31-69,101,6.8,-1.5,15.7
04-01-69,101,8.1,1,14.7
04-02-69,101,7.7,1.4,13.1
04-03-69,101,11.7,6,17.3
04-04-69,101,5.1,0.4,10.2
04-05-69,101,4.5,-2.7,10.8
04-06-69,101,5.3,0.4,9.2
04-07-69,101,5.9,-2.5,12.6
04-08-69,101,6.3,4.4,12.2
04-09-69,101,7.1,4.4,10.9
04-10-69,101,7.6,0,14.1
04-11-69,101,10.2,1,20.4
04-12-69,101,12.9,2.7,23.3
04-13-69,101,15.4,7,23.1
04-14-69,101,14.4,7.6,20.4
04-15-69,101,9.5,5.8,13
04-16-69,101,7.8,3,9.5
04-17-69,101,7.5,-0.1,15
04-18-69,101,9.6,2.6,16.6
04-19-69,101,11.8,2.4,22.3
04-20-69,101,12.9,9.3,17.8
04-21-69,101,14.5,11,17.6
04-22-69,101,15.3,7.4,25
04-23-69,101,16.9,10,24.6
04-24-69,101,7.9,6,17.4
04-25-69,101,8.3,5.4,13
04-26-69,101,12.6,3.2,21.8
04-27-69,101,15.8,8.4,23.3
04-28-69,101,15.4,8,23.1
04-29-69,101,12.3,6.2,17.6
04-30-69,101,12.5,6.8,19
05-01-69,101,15.5,8.4,25.6
05-02-69,101,17,8.2,27
05-03-69,101,17.7,8.4,26.6
05-04-69,101,19.5,17.6,22
05-05-69,101,17.6,13.7,19.6
05-06-69,101,13.7,7.3,21
05-07-69,101,13.5,4.8,21
05-08-69,101,15.6,5,24
05-09-69,101,18.9,11.7,26.2
05-10-69,101,19.2,14.3,24.6
05-11-69,101,19.1,15.2,22.2
05-12-69,101,19.8,15.4,24.6
05-13-69,101,17.3,12.2,24.8
05-14-69,101,18.7,11.6,25.6
05-15-69,101,20.4,17.4,25
05-16-69,101,18.6,15.8,23.6
05-17-69,101,16.7,11.7,22.2
05-18-69,101,13.3,8.2,19.6
05-19-69,101,13.3,5,20.2
05-20-69,101,14.6,5.6,22.8
05-21-69,101,16.5,9.6,23.8
05-22-69,101,17.5,8.5,24.6
05-23-69,101,19.5,12.4,26.6
05-24-69,101,17.8,14,22.4
05-25-69,101,18.5,12.9,24.2
05-26-69,101,16.4,9.7,22.6
05-27-69,101,12.7,10.7,15.2
05-28-69,101,12.6,6.7,16.5
05-29-69,101,13.1,12.5,13.8
05-30-69,101,16.8,12.5,22.4
05-31-69,101,16.8,9.6,24.8
06-01-69,101,20.1,13.5,28.2
06-02-69,101,19.9,17.3,22.2
06-03-69,101,18.2,14.3,21.8
06-04-69,101,18.8,11.2,25.3
06-05-69,101,16,14.3,18
06-06-69,101,15.1,12.4,18.8
06-07-69,101,17,8.8,24.6
06-08-69,101,18.7,11.1,25.9
06-09-69,101,19.3,11.4,27
06-10-69,101,20.9,14.4,26.8
06-11-69,101,17.9,14.8,21.5
06-12-69,101,20.1,15.2,25.2
06-13-69,101,19.1,12.8,27.2
06-14-69,101,21.7,13.5,29.2
06-15-69,101,20.7,15.7,26.4
06-16-69,101,20.2,14.7,26
06-17-69,101,20.3,15.7,25.2
06-18-69,101,19.5,16.3,24.8
06-19-69,101,19,14.3,24.6
06-20-69,101,20.2,14.2,27.4
06-21-69,101,19.9,15.3,26.8
06-22-69,101,18.9,15.9,24.2
06-23-69,101,21.2,14.8,27.5
06-24-69,101,22.8,16.9,28.6
06-25-69,101,23.7,17.9,30.4
06-26-69,101,22.3,16.4,27.4
06-27-69,101,20.7,14.2,28.4
06-28-69,101,19.3,12.3,26.6
06-29-69,101,24.1,16.3,31.8
06-30-69,101,24.6,17.9,32.1
07-01-69,101,22.9,20.1,26.7
07-02-69,101,22.7,17.8,29.5
07-03-69,101,22.4,14.5,31.3
07-04-69,101,23.7,18.4,30.8
07-05-69,101,21.7,18.8,24.8
07-06-69,101,22.3,17.3,28.4
07-07-69,101,20.9,18.4,24.6
07-08-69,101,17.8,16.2,19.8
07-09-69,101,21.7,13,28.8
07-10-69,101,19.1,14.8,23.8
07-11-69,101,19.9,17.2,23.4
07-12-69,101,21.8,16.4,27.2
07-13-69,101,21.9,18.2,28
07-14-69,101,23.7,20.4,28.2
07-15-69,101,23.1,21.8,24.6
07-16-69,101,24.1,22.8,25.4
07-17-69,101,26.9,23,30
07-18-69,101,24.8,23,26.8
07-19-69,101,24.5,22.8,28.6
07-20-69,101,26.1,22.3,30.8
07-21-69,101,25.2,22.8,29
07-22-69,101,25.1,21.8,28.4
07-23-69,101,26.6,23.3,30.6
07-24-69,101,26.4,24.2,29.8
07-25-69,101,26.9,25.4,28.4
07-26-69,101,26.4,24.7,29.2
07-27-69,101,27.4,24.2,31.2
07-28-69,101,26.9,24.2,29.9
07-29-69,101,26.5,25.7,29.7
07-30-69,101,25,21.3,28.7
07-31-69,101,24.2,19.9,30.4
08-01-69,101,24.4,21.9,28.6
08-02-69,101,21.6,19.8,23.6
08-03-69,101,22,20.8,24.8
08-04-69,101,22.9,20,26.6
08-05-69,101,24.9,21,29.6
08-06-69,101,24.7,22.9,26.8
08-07-69,101,26.5,24.3,30
08-08-69,101,24.1,22.7,26.8
08-09-69,101,24.4,22.2,27.1
08-10-69,101,25.1,22.2,29.6
08-11-69,101,26.1,23.6,30.4
08-12-69,101,25.4,24.2,27.2
08-13-69,101,26.3,23.4,29.4
08-14-69,101,24.9,19.7,30.3
08-15-69,101,24.1,19.3,30.4
08-16-69,101,24.5,20.5,32.4
08-17-69,101,25.8,21,32.4
08-18-69,101,25.7,22.2,31.6
08-19-69,101,24,20.7,28.8
08-20-69,101,24,20.2,30.4
08-21-69,101,23.2,19.3,30.5
08-22-69,101,24,20.9,29.3
08-23-69,101,24.8,20.6,28.8
08-24-69,101,23.6,17.9,28.3
08-25-69,101,21.7,17.5,27.2
08-26-69,101,21.4,16.5,28.5
08-27-69,101,22,17,27.5
08-28-69,101,21.8,16.6,28.4
08-29-69,101,22.3,17,30.2
08-30-69,101,22,19.8,25.7
08-31-69,101,22.2,19.7,25.5
09-01-69,101,22.7,20.2,26.4
09-02-69,101,24.2,19.8,30.6
09-03-69,101,23.6,21.3,28
09-04-69,101,21.8,18.9,25.6
09-05-69,101,20.1,18.9,21.2
09-06-69,101,20.8,18.9,23.7
09-07-69,101,21.1,13.4,27
09-08-69,101,17.4,10.8,25.4
09-09-69,101,18.4,13.6,25.3
09-10-69,101,19.7,14,27.6
09-11-69,101,19.6,14.6,28.2
09-12-69,101,20.2,14.5,28.4
09-13-69,101,19.3,14.2,28.2
09-14-69,101,19.6,15.3,25.5
09-15-69,101,19.3,17.8,21.2
09-16-69,101,21.1,17.8,26.2
09-17-69,101,20.3,14.8,28.2
09-18-69,101,21.9,15.7,27.8
09-19-69,101,21.8,18.1,25.6
09-20-69,101,19.7,14.8,27
09-21-69,101,16.8,14.5,20
09-22-69,101,19.2,14.5,25.6
09-23-69,101,18.8,16.4,21.8
09-24-69,101,19,16.4,24.8
09-25-69,101,18.8,14.8,26.2
09-26-69,101,17.5,14.5,22.6
09-27-69,101,15.8,10.5,21.4
09-28-69,101,16.3,12.5,20.5
09-29-69,101,15.9,13.8,18.6
09-30-69,101,14.2,13.3,15.5
10-01-69,101,15.7,7,20.8
10-02-69,101,9.3,3.2,17
10-03-69,101,9.2,2.2,18.9
10-04-69,101,10.2,3.8,18.4
10-05-69,101,11.1,4.4,20
10-06-69,101,11.9,6.2,18.4
10-07-69,101,14,8.6,21.8
10-08-69,101,13.5,9.7,18.2
10-09-69,101,8.3,4.6,12
10-10-69,101,6.3,-1,14
10-11-69,101,7.5,0,17
10-12-69,101,8.4,1.7,18.9
10-13-69,101,9.4,3.5,19.2
10-14-69,101,10.6,5.4,19.1
10-15-69,101,14.6,7.1,23.2
10-16-69,101,16.6,8.2,20.8
10-17-69,101,10.3,3.1,19.8
10-18-69,101,9.7,3.2,20.4
10-19-69,101,13,3.4,24.2
10-20-69,101,14.9,8.6,22.6
10-21-69,101,15.9,8.8,23.1
10-22-69,101,14.6,9.7,20.5
10-23-69,101,14,9.4,18.5
10-24-69,101,13.7,11.1,17.9
10-25-69,101,13.7,7,20.8
10-26-69,101,13.3,6,17.4
10-27-69,101,8.4,2.1,18.3
10-28-69,101,8.8,0.6,18.1
